,Edad,Sexo,Número_hijos,Nivel_educación,Estado_civil,Renta,Estado_laboral,Conocimiento_financiero,Patrimonio,Tolerancia_riesgo,Perfil_inversor
2947,2,1,3,0,0,2,1,1,2,3.2108,2
2948,2,0,3,2,0,4,1,0,4,3.2552,2
2949,1,1,1,1,1,1,0,0,1,2.297599999999999,1
2950,2,1,2,4,1,3,1,0,3,2.4903999999999997,1
2951,2,0,3,1,1,6,1,0,6,2.8815999999999997,2
2952,1,0,0,2,1,1,0,0,1,2.7636,2
2953,2,1,2,2,1,2,1,0,2,2.399,1
2954,2,0,1,1,1,6,1,0,6,2.9705999999999997,2
2955,2,1,0,1,1,1,0,0,1,2.358599999999999,1
2956,2,1,1,0,1,2,1,1,2,2.8733999999999997,2
2957,2,0,1,2,1,4,1,1,4,3.3996999999999997,3
2958,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
2959,2,1,1,2,1,3,1,0,3,2.4828999999999994,1
2960,2,0,3,0,0,4,1,0,4,3.2032,2
2961,2,1,1,2,1,2,1,0,2,2.4435,1
2962,2,0,3,0,0,2,1,0,2,3.1244,2
2963,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
2964,2,0,2,2,0,4,1,0,4,3.2997,2
2965,2,1,2,3,1,2,1,1,2,2.9069,2
2966,2,0,0,0,0,4,1,0,4,3.3367,2
2967,2,1,2,0,1,1,0,0,1,2.2435999999999994,1
2968,2,1,4,1,1,1,0,0,1,2.180599999999999,1
2969,2,0,2,2,1,4,1,1,4,3.3552,3
2970,2,0,3,2,0,2,1,1,2,3.6583,3
2971,2,0,3,1,1,6,1,1,6,3.3634999999999997,3
2972,2,0,1,1,0,4,1,0,4,3.3181999999999996,2
2973,2,0,0,1,1,5,1,1,5,3.4575999999999993,3
2974,2,0,2,2,1,5,1,1,5,3.3945999999999996,3
2975,2,0,4,2,1,4,1,0,4,2.7843,2
2976,2,1,3,2,1,3,1,0,3,2.3938999999999995,1
2977,1,0,1,0,0,2,1,1,2,3.6788000000000003,3
2978,2,1,2,0,0,2,1,0,2,2.7734,2
2979,2,0,2,4,1,6,1,0,6,3.0041,2
2980,2,0,2,0,1,4,1,1,4,3.3032,2
2981,2,0,3,2,0,5,1,1,5,3.7764999999999995,3
2982,2,0,4,0,0,3,1,0,3,3.1193,2
2983,2,0,3,2,0,5,1,1,5,3.7764999999999995,3
2984,2,0,5,2,0,5,1,0,5,3.2055999999999996,2
2985,2,0,3,0,1,5,1,1,5,3.2980999999999994,2
2986,2,0,2,1,0,5,1,0,5,3.3130999999999995,2
2987,2,0,1,0,0,5,1,1,5,3.8134999999999994,3
2988,2,1,4,0,1,3,1,0,3,2.2973999999999997,1
2989,2,0,2,0,0,5,1,0,5,3.2870999999999997,2
2990,2,1,5,3,0,2,1,1,2,3.1997999999999998,2
2991,2,0,5,1,0,5,1,0,5,3.1795999999999993,2
2992,2,1,2,0,0,2,1,1,2,3.2553,2
2993,2,1,2,0,0,1,0,0,1,2.6699999999999995,1
2994,1,1,1,1,1,2,1,1,2,2.8829,2
2995,2,0,4,0,0,4,1,1,4,3.6406,3
2996,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
2997,2,0,2,1,1,6,1,1,6,3.408,3
2998,2,1,3,2,1,2,1,0,2,2.3545,1
2999,2,1,2,2,1,2,1,0,2,2.399,1
3000,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
3001,2,1,3,2,1,2,1,0,2,2.3545,1
3002,2,1,4,4,0,2,1,0,2,2.7884,2
3003,2,0,0,2,1,5,1,1,5,3.4835999999999996,3
3004,2,0,2,1,1,5,1,0,5,2.8866999999999994,2
3005,2,1,2,2,1,2,1,0,2,2.399,1
3006,2,0,2,0,1,4,1,0,4,2.8213,2
3007,2,0,2,4,1,3,1,1,3,3.3678,3
3008,2,1,2,2,0,3,1,0,3,2.8648,2
3009,2,0,2,0,1,4,1,0,4,2.8213,2
3010,2,0,5,3,0,6,1,0,6,3.271,2
3011,2,0,2,2,0,5,1,0,5,3.3390999999999997,2
3012,2,1,0,0,1,3,1,1,3,2.9572999999999996,2
3013,2,1,1,1,1,2,1,0,2,2.4174999999999995,1
3014,2,1,2,1,0,2,1,0,2,2.7994,2
3015,2,0,2,2,0,5,1,0,5,3.3390999999999997,2
3016,2,1,1,2,1,2,1,1,2,2.9254,2
3017,2,0,3,0,1,5,1,0,5,2.8161999999999994,2
3018,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
3019,2,1,2,2,1,1,0,1,1,2.7774999999999994,2
3020,2,0,2,2,1,5,1,0,5,2.9126999999999996,2
3021,2,1,3,1,1,2,1,1,2,2.8103999999999996,2
3022,2,0,2,2,0,6,1,0,6,3.3785000000000003,3
3023,2,1,2,2,1,2,1,1,2,2.8809,2
3024,2,0,3,1,1,4,1,1,4,3.2846999999999995,2
3025,2,0,5,3,1,5,1,0,5,2.8051999999999992,2
3026,2,0,4,1,0,4,1,0,4,3.1847,2
3027,2,1,1,4,0,1,0,0,1,2.8184999999999993,2
3028,2,0,3,0,1,5,1,0,5,2.8161999999999994,2
3029,2,0,0,0,1,4,1,1,4,3.3922,3
3030,2,1,3,2,1,2,1,0,2,2.3545,1
3031,1,0,1,1,1,4,1,0,4,2.8752999999999997,2
3032,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
3033,2,0,2,3,0,5,1,0,5,3.3650999999999995,3
3034,2,0,3,2,0,5,1,0,5,3.2945999999999995,2
3035,2,1,0,2,1,2,1,0,2,2.488,1
3036,1,0,3,0,1,5,1,0,5,2.7996999999999996,2
3037,2,0,2,0,1,6,1,1,6,3.382,3
3038,2,1,3,4,0,2,1,1,2,3.3148,2
3039,2,0,3,0,1,6,1,0,6,2.8556,2
3040,2,0,3,1,1,6,1,1,6,3.3634999999999997,3
3041,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
3042,2,0,4,2,1,3,1,0,3,2.7449,2
3043,2,1,2,2,1,2,1,1,2,2.8809,2
3044,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
3045,1,0,4,1,1,3,1,1,3,3.1843,2
3046,2,0,2,2,1,5,1,1,5,3.3945999999999996,3
3047,2,0,2,2,0,5,1,0,5,3.3390999999999997,2
3048,2,1,3,0,1,2,1,0,2,2.3024999999999998,1
3049,2,0,3,3,1,6,1,0,6,2.9335999999999998,2
3050,2,1,3,1,1,2,1,0,2,2.3284999999999996,1
3051,2,1,4,0,1,2,1,0,2,2.258,1
3052,1,1,0,2,1,2,1,0,2,2.4715000000000003,1
3053,2,0,3,0,1,5,1,1,5,3.2980999999999994,2
3054,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
3055,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
3056,2,1,3,1,1,2,1,0,2,2.3284999999999996,1
3057,2,1,4,2,0,3,1,0,3,2.7758,2
3058,2,0,4,0,0,3,1,0,3,3.1193,2
3059,2,0,3,1,1,4,1,0,4,2.8027999999999995,2
3060,2,0,1,2,1,6,1,0,6,2.9966,2
3061,2,0,3,0,0,5,1,0,5,3.2425999999999995,2
3062,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
3063,2,0,5,0,1,4,1,0,4,2.6877999999999997,1
3064,2,0,4,2,0,5,1,0,5,3.2500999999999998,2
3065,2,0,4,2,1,5,1,0,5,2.8236999999999997,2
3066,2,1,1,2,1,2,1,1,2,2.9254,2
3067,2,1,3,0,0,2,1,0,2,2.7289,2
3068,2,1,3,2,1,1,0,1,1,2.732999999999999,2
3069,2,0,3,0,0,5,1,1,5,3.7244999999999995,3
3070,2,0,3,2,1,5,1,1,5,3.3500999999999994,3
3071,2,0,2,3,1,4,1,1,4,3.3811999999999998,3
3072,2,1,4,4,0,1,0,0,1,2.6849999999999996,1
3073,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
3074,2,0,2,2,1,4,1,0,4,2.8733,2
3075,2,1,2,3,1,2,1,0,2,2.425,1
3076,2,0,3,0,1,6,1,1,6,3.3375,2
3077,2,1,3,2,0,2,1,0,2,2.7809,2
3078,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
3079,1,1,0,2,1,2,1,1,2,2.9534000000000002,2
3080,2,0,2,0,1,5,1,1,5,3.3425999999999996,2
3081,2,1,4,1,0,2,1,1,2,3.1923,2
3082,1,1,0,2,0,2,1,1,2,3.3798000000000004,3
3083,2,0,2,0,1,6,1,1,6,3.382,3
3084,2,1,3,1,1,2,1,0,2,2.3284999999999996,1
3085,2,1,2,2,0,1,0,0,1,2.7219999999999995,1
3086,2,0,0,0,1,3,1,0,3,2.8709,2
3087,2,1,1,0,1,1,0,0,1,2.288099999999999,1
3088,2,1,3,0,0,1,0,0,1,2.6254999999999993,1
3089,2,0,3,3,0,3,1,0,3,3.2417999999999996,2
3090,1,1,0,0,1,2,1,1,2,2.9014,2
3091,2,0,2,0,1,2,1,1,2,3.2244,2
3092,2,1,3,1,0,2,1,0,2,2.7548999999999997,2
3093,2,0,3,2,1,6,1,1,6,3.3895,3
3094,2,0,4,2,1,4,1,0,4,2.7843,2
3095,1,1,2,1,1,2,1,1,2,2.8384,2
3096,2,0,2,0,0,5,1,0,5,3.2870999999999997,2
3097,2,0,2,2,1,5,1,1,5,3.3945999999999996,3
3098,2,1,1,0,1,3,1,1,3,2.9127999999999994,2
3099,2,0,3,1,1,4,1,1,4,3.2846999999999995,2
3100,1,0,1,1,0,3,1,0,3,3.2622999999999998,2
3101,2,0,1,0,0,4,1,0,4,3.2922,2
3102,2,0,4,2,1,4,1,0,4,2.7843,2
3103,2,0,4,2,0,5,1,1,5,3.7319999999999998,3
3104,2,0,5,2,1,5,1,0,5,2.7791999999999994,2
3105,2,1,2,0,1,3,1,0,3,2.3863999999999996,1
3106,2,0,4,0,1,5,1,1,5,3.2535999999999996,2
3107,2,1,3,2,0,2,1,1,2,3.2628,2
3108,2,1,2,0,1,2,1,1,2,2.8289,2
3109,2,0,0,2,0,4,1,1,4,3.8706,3
3110,2,1,4,0,1,2,1,1,2,2.7399,2
3111,2,1,1,2,0,1,0,0,1,2.7664999999999993,2
3112,2,0,3,1,0,5,1,0,5,3.2685999999999993,2
3113,2,0,2,0,1,6,1,1,6,3.382,3
3114,2,1,1,2,1,3,1,0,3,2.4828999999999994,1
3115,2,0,2,2,1,4,1,1,4,3.3552,3
3116,2,0,2,1,1,6,1,0,6,2.9261,2
3117,2,1,2,1,1,2,1,0,2,2.3729999999999998,1
3118,2,0,0,1,0,6,1,1,6,3.9234,3
3119,2,1,3,2,0,2,1,0,2,2.7809,2
3120,2,0,4,2,0,3,1,1,3,3.6532,3
3121,2,1,4,2,1,2,1,0,2,2.31,1
3122,2,1,3,2,1,2,1,0,2,2.3545,1
3123,2,0,1,0,0,6,1,1,6,3.8529,3
3124,2,0,3,1,0,4,1,0,4,3.2291999999999996,2
3125,2,0,3,2,0,6,1,0,6,3.334,2
3126,2,0,2,2,0,4,1,0,4,3.2997,2
3127,1,1,4,2,1,1,0,0,1,2.1900999999999997,1
3128,2,0,1,0,1,6,1,0,6,2.9446,2
3129,2,1,1,2,1,1,0,1,1,2.821999999999999,2
3130,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
3131,2,0,1,2,1,5,1,0,5,2.9571999999999994,2
3132,2,0,3,0,0,3,1,0,3,3.1637999999999997,2
3133,2,1,1,0,1,3,1,0,3,2.4308999999999994,1
3134,2,1,1,0,0,3,1,1,3,3.3391999999999995,2
3135,2,0,2,1,1,6,1,0,6,2.9261,2
3136,2,0,4,2,0,5,1,1,5,3.7319999999999998,3
3137,2,1,1,0,1,1,0,1,1,2.769999999999999,2
3138,2,0,0,0,1,3,1,0,3,2.8709,2
3139,2,1,1,2,1,1,0,1,1,2.821999999999999,2
3140,2,1,2,1,0,1,0,1,1,3.1778999999999993,2
3141,2,0,2,1,1,4,1,0,4,2.8472999999999997,2
3142,2,1,3,3,1,3,1,1,3,2.9017999999999993,2
3143,2,1,1,2,1,2,1,0,2,2.4435,1
3144,2,1,3,0,1,1,0,0,1,2.199099999999999,1
3145,2,1,3,2,1,2,1,0,2,2.3545,1
3146,2,0,3,0,0,6,1,1,6,3.7639,3
3147,2,0,4,0,0,4,1,0,4,3.1587,2
3148,2,0,4,0,1,6,1,1,6,3.293,2
3149,2,1,0,2,1,3,1,0,3,2.5273999999999996,1
3150,2,0,0,1,1,4,1,0,4,2.9362999999999997,2
3151,2,0,3,1,1,5,1,1,5,3.324099999999999,2
3152,2,0,1,2,1,2,1,0,2,2.839,2
3153,2,0,2,2,0,5,1,0,5,3.3390999999999997,2
3154,2,1,1,1,0,2,1,0,2,2.8438999999999997,2
3155,2,1,3,0,1,1,0,0,1,2.199099999999999,1
3156,2,0,3,0,1,4,1,0,4,2.7767999999999997,2
3157,2,0,4,2,1,3,1,1,3,3.2268,2
3158,2,1,2,1,1,1,0,0,1,2.269599999999999,1
3159,2,1,1,2,0,2,1,1,2,3.3518,3
3160,2,0,2,1,1,4,1,0,4,2.8472999999999997,2
3161,2,0,0,2,1,1,0,1,1,3.2619999999999996,2
3162,2,1,1,2,1,1,0,1,1,2.821999999999999,2
3163,2,0,5,2,0,4,1,0,4,3.1662,2
3164,2,0,2,1,1,5,1,1,5,3.3685999999999994,3
3165,2,0,2,2,0,4,1,0,4,3.2997,2
3166,2,0,3,0,0,5,1,0,5,3.2425999999999995,2
3167,2,0,1,2,0,4,1,0,4,3.3442,2
3168,2,0,3,0,1,6,1,0,6,2.8556,2
3169,2,1,2,2,1,2,1,1,2,2.8809,2
3170,2,0,5,0,0,5,1,0,5,3.1535999999999995,2
3171,2,1,3,0,1,3,1,1,3,2.8237999999999994,2
3172,2,0,3,2,1,3,1,0,3,2.7893999999999997,2
3173,2,1,2,1,1,2,1,0,2,2.3729999999999998,1
3174,2,0,2,2,1,2,1,0,2,2.7945,2
3175,2,1,2,0,0,1,0,1,1,3.1518999999999995,2
3176,2,0,2,2,1,4,1,1,4,3.3552,3
3177,2,0,4,1,0,4,1,0,4,3.1847,2
3178,2,0,2,3,1,5,1,1,5,3.4205999999999994,3
3179,2,1,2,1,1,3,1,0,3,2.4123999999999994,1
3180,2,1,2,0,1,2,1,0,2,2.347,1
3181,2,1,2,2,0,2,1,0,2,2.8254,2
3182,2,1,2,0,0,2,1,0,2,2.7734,2
3183,1,0,2,0,1,6,1,1,6,3.3655000000000004,3
3184,2,1,2,0,1,2,1,0,2,2.347,1
3185,2,0,2,0,1,5,1,0,5,2.8606999999999996,2
3186,2,0,4,2,0,3,1,0,3,3.1713,2
3187,2,0,2,1,1,6,1,0,6,2.9261,2
3188,2,0,3,0,1,6,1,1,6,3.3375,2
3189,2,1,2,2,0,2,1,0,2,2.8254,2
3190,2,0,3,1,0,4,1,1,4,3.7110999999999996,3
3191,2,0,3,2,0,5,1,0,5,3.2945999999999995,2
3192,2,0,2,0,1,3,1,1,3,3.2638,2
3193,2,0,1,0,1,6,1,0,6,2.9446,2
3194,2,0,3,0,1,4,1,1,4,3.2586999999999997,2
3195,2,0,4,0,1,4,1,0,4,2.7323,2
3196,2,1,1,1,1,2,1,0,2,2.4174999999999995,1
3197,2,0,3,2,0,3,1,1,3,3.6976999999999998,3
3198,2,0,3,4,0,5,1,0,5,3.3465999999999996,3
3199,2,0,4,2,1,5,1,1,5,3.3055999999999996,2
3200,2,1,4,0,1,1,0,1,1,2.6364999999999994,1
3201,2,1,3,2,0,3,1,0,3,2.8202999999999996,2
3202,2,0,2,0,1,6,1,0,6,2.9001,2
3203,2,0,2,0,1,4,1,1,4,3.3032,2
3204,2,1,1,0,0,2,1,1,2,3.2998,2
3205,2,0,0,1,1,5,1,0,5,2.9756999999999993,2
3206,2,0,3,2,0,3,1,0,3,3.2157999999999998,2
3207,1,1,0,0,1,1,0,0,1,2.3160999999999996,1
3208,2,0,2,2,0,4,1,1,4,3.7816,3
3209,2,0,5,2,1,4,1,1,4,3.2217,2
3210,2,0,2,2,1,4,1,0,4,2.8733,2
3211,2,0,4,2,0,6,1,0,6,3.2895000000000003,2
3212,2,0,1,0,0,6,1,0,6,3.371,3
3213,2,0,2,1,0,4,1,0,4,3.2737,2
3214,2,0,2,0,1,4,1,0,4,2.8213,2
3215,2,1,1,0,1,1,0,0,1,2.288099999999999,1
3216,2,0,1,1,0,4,1,1,4,3.8000999999999996,3
3217,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
3218,2,0,4,0,1,4,1,0,4,2.7323,2
3219,2,1,3,0,0,3,1,0,3,2.7682999999999995,2
3220,2,0,4,2,0,4,1,0,4,3.2107,2
3221,2,0,3,1,1,5,1,0,5,2.842199999999999,2
3222,2,0,3,2,0,3,1,1,3,3.6976999999999998,3
3223,2,0,4,0,0,3,1,1,3,3.6012,3
3224,2,0,2,2,1,4,1,0,4,2.8733,2
3225,2,0,3,3,0,3,1,0,3,3.2417999999999996,2
3226,2,0,1,2,1,6,1,0,6,2.9966,2
3227,2,0,5,0,0,3,1,0,3,3.0747999999999998,2
3228,2,0,0,1,1,3,1,0,3,2.8968999999999996,2
3229,2,1,3,4,1,2,1,0,2,2.4065,1
3230,2,1,0,2,1,1,0,0,1,2.3845999999999994,1
3231,2,0,2,1,1,6,1,0,6,2.9261,2
3232,2,0,2,2,1,3,1,1,3,3.3158,2
3233,2,1,2,2,0,2,1,1,2,3.3073,2
3234,2,0,0,4,0,4,1,0,4,3.4407,3
3235,2,0,3,2,1,3,1,0,3,2.7893999999999997,2
3236,2,0,2,0,1,4,1,0,4,2.8213,2
3237,2,0,2,2,1,5,1,0,5,2.9126999999999996,2
3238,2,0,3,2,1,3,1,1,3,3.2712999999999997,2
3239,2,1,5,0,0,2,1,0,2,2.6399,1
3240,2,1,2,1,0,1,0,1,1,3.1778999999999993,2
3241,2,0,2,3,1,4,1,1,4,3.3811999999999998,3
3242,2,1,4,2,0,2,1,1,2,3.2183,2
3243,2,0,1,2,1,3,1,1,3,3.3602999999999996,3
3244,2,1,2,0,1,3,1,1,3,2.8682999999999996,2
3245,2,0,4,0,0,5,1,0,5,3.1980999999999997,2
3246,2,1,1,0,1,2,1,0,2,2.3914999999999997,1
3247,2,1,2,3,1,2,1,1,2,2.9069,2
3248,2,1,4,0,1,2,1,0,2,2.258,1
3249,2,0,5,0,1,6,1,0,6,2.7666,2
3250,2,0,3,2,0,3,1,0,3,3.2157999999999998,2
3251,2,0,2,4,1,5,1,0,5,2.9646999999999997,2
3252,2,0,1,0,1,5,1,0,5,2.9051999999999993,2
3253,1,0,1,0,1,6,1,1,6,3.41,3
3254,2,0,2,2,1,5,1,1,5,3.3945999999999996,3
3255,2,0,1,2,1,4,1,1,4,3.3996999999999997,3
3256,2,0,2,2,0,3,1,0,3,3.2603,2
3257,2,1,1,0,1,2,1,0,2,2.3914999999999997,1
3258,2,0,2,2,0,5,1,0,5,3.3390999999999997,2
3259,2,0,4,2,1,5,1,0,5,2.8236999999999997,2
3260,2,0,1,2,1,3,1,0,3,2.8783999999999996,2
3261,2,0,2,4,1,5,1,1,5,3.4465999999999997,3
3262,2,0,1,0,1,6,1,1,6,3.4265,3
3263,2,1,2,1,1,1,0,0,1,2.269599999999999,1
3264,2,0,1,0,1,4,1,0,4,2.8657999999999997,2
3265,2,1,1,0,1,2,1,1,2,2.8733999999999997,2
3266,2,1,3,2,1,1,0,1,1,2.732999999999999,2
3267,2,0,1,2,1,5,1,1,5,3.4390999999999994,3
3268,2,0,3,1,1,5,1,1,5,3.324099999999999,2
3269,2,0,2,4,1,3,1,1,3,3.3678,3
3270,2,0,3,1,1,4,1,1,4,3.2846999999999995,2
3271,2,0,2,1,1,5,1,0,5,2.8866999999999994,2
3272,2,1,3,4,1,2,1,1,2,2.8884,2
3273,2,0,3,0,1,6,1,0,6,2.8556,2
3274,2,0,0,2,1,5,1,0,5,3.0016999999999996,2
3275,2,1,3,0,0,2,1,0,2,2.7289,2
3276,2,0,2,1,0,5,1,0,5,3.3130999999999995,2
3277,2,1,4,0,0,2,1,0,2,2.6844,1
3278,2,1,3,2,1,2,1,0,2,2.3545,1
3279,2,1,3,2,1,3,1,0,3,2.3938999999999995,1
3280,2,0,3,0,1,5,1,0,5,2.8161999999999994,2
3281,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
3282,2,0,1,4,1,3,1,1,3,3.4122999999999997,3
3283,2,0,2,2,1,6,1,0,6,2.9521,2
3284,2,1,0,2,1,3,1,0,3,2.5273999999999996,1
3285,2,1,5,2,0,2,1,0,2,2.6919,1
3286,2,1,4,0,1,2,1,0,2,2.258,1
3287,2,1,3,1,1,3,1,0,3,2.3678999999999992,1
3288,2,1,2,0,1,1,0,0,1,2.2435999999999994,1
3289,2,0,0,2,1,2,1,0,2,2.8835,2
3290,2,0,3,2,0,5,1,1,5,3.7764999999999995,3
3291,2,1,1,2,1,2,1,0,2,2.4435,1
3292,2,0,3,1,1,4,1,1,4,3.2846999999999995,2
3293,1,1,2,0,1,2,1,1,2,2.8124000000000002,2
3294,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
3295,2,0,3,0,0,3,1,0,3,3.1637999999999997,2
3296,2,0,3,1,1,4,1,1,4,3.2846999999999995,2
3297,2,1,1,0,1,2,1,0,2,2.3914999999999997,1
3298,2,0,0,2,1,3,1,1,3,3.4048,3
3299,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
3300,2,1,1,1,1,2,1,1,2,2.8993999999999995,2
3301,2,0,5,3,1,4,1,1,4,3.2476999999999996,2
3302,2,0,1,1,1,6,1,0,6,2.9705999999999997,2
3303,2,0,0,2,1,2,1,0,2,2.8835,2
3304,2,1,1,1,1,3,1,1,3,2.938799999999999,2
3305,2,0,2,1,1,4,1,0,4,2.8472999999999997,2
3306,2,0,2,1,1,5,1,1,5,3.3685999999999994,3
3307,2,0,4,1,0,5,1,0,5,3.2240999999999995,2
3308,2,0,4,2,0,4,1,0,4,3.2107,2
3309,2,1,5,1,1,1,0,1,1,2.617999999999999,1
3310,2,0,4,2,1,6,1,0,6,2.8631,2
3311,2,0,4,2,1,5,1,0,5,2.8236999999999997,2
3312,2,1,4,2,0,2,1,1,2,3.2183,2
3313,2,1,4,0,0,2,1,0,2,2.6844,1
3314,2,0,2,0,1,4,1,1,4,3.3032,2
3315,2,0,4,1,0,3,1,0,3,3.1452999999999998,2
3316,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
3317,2,1,3,2,1,1,0,0,1,2.251099999999999,1
3318,2,1,3,2,1,1,0,1,1,2.732999999999999,2
3319,2,1,4,2,0,1,0,0,1,2.6329999999999996,1
3320,2,1,3,0,0,1,0,0,1,2.6254999999999993,1
3321,2,0,2,2,1,3,1,1,3,3.3158,2
3322,2,0,2,2,0,5,1,1,5,3.8209999999999997,3
3323,2,0,2,2,0,5,1,1,5,3.8209999999999997,3
3324,2,0,2,2,0,3,1,1,3,3.7422,3
3325,2,0,4,0,1,6,1,0,6,2.8111,2
3326,2,1,4,2,1,1,0,1,1,2.6884999999999994,1
3327,2,0,2,2,1,5,1,1,5,3.3945999999999996,3
3328,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
3329,2,1,2,0,0,1,0,0,1,2.6699999999999995,1
3330,2,0,4,2,1,3,1,1,3,3.2268,2
3331,2,1,3,2,1,2,1,0,2,2.3545,1
3332,2,1,0,2,1,2,1,1,2,2.9699,2
3333,2,0,3,2,1,3,1,0,3,2.7893999999999997,2
3334,2,0,1,1,1,3,1,0,3,2.8523999999999994,2
3335,2,1,5,1,0,2,1,1,2,3.1477999999999997,2
3336,2,0,1,2,1,4,1,1,4,3.3996999999999997,3
3337,1,1,2,3,1,2,1,0,2,2.4085,1
3338,2,0,3,4,1,4,1,0,4,2.8808,2
3339,2,0,3,2,1,2,1,1,2,3.2319,2
3340,2,1,2,1,0,2,1,0,2,2.7994,2
3341,2,0,1,0,0,5,1,1,5,3.8134999999999994,3
3342,2,0,3,0,0,5,1,0,5,3.2425999999999995,2
3343,2,1,4,2,1,2,1,0,2,2.31,1
3344,2,0,0,0,0,4,1,1,4,3.8186,3
3345,2,1,1,2,1,2,1,1,2,2.9254,2
3346,2,0,4,0,0,4,1,1,4,3.6406,3
3347,2,1,1,0,0,3,1,1,3,3.3391999999999995,2
3348,2,0,2,3,1,6,1,1,6,3.46,3
3349,2,0,1,2,0,5,1,0,5,3.3835999999999995,3
3350,2,0,4,0,1,2,1,0,2,2.6535,1
3351,2,1,2,1,1,1,0,0,1,2.269599999999999,1
3352,2,1,3,2,0,2,1,0,2,2.7809,2
3353,2,1,0,1,1,2,1,0,2,2.4619999999999997,1
3354,2,1,3,2,1,3,1,1,3,2.8757999999999995,2
3355,2,0,1,0,0,4,1,0,4,3.2922,2
3356,2,0,1,2,1,4,1,0,4,2.9177999999999997,2
3357,1,0,0,0,1,3,1,0,3,2.8544,2
3358,2,0,5,0,1,4,1,1,4,3.1696999999999997,2
3359,1,0,3,2,1,4,1,1,4,3.2942,2
3360,2,1,2,0,1,3,1,1,3,2.8682999999999996,2
3361,2,0,3,2,0,4,1,1,4,3.7371,3
3362,2,0,5,2,1,4,1,0,4,2.7398,2
3363,2,1,3,0,1,3,1,0,3,2.3418999999999994,1
3364,2,1,1,2,1,1,0,1,1,2.821999999999999,2
3365,2,0,2,2,1,4,1,0,4,2.8733,2
3366,2,0,3,2,0,3,1,1,3,3.6976999999999998,3
3367,2,1,0,4,1,2,1,1,2,3.0219,2
3368,2,0,2,0,1,5,1,0,5,2.8606999999999996,2
3369,2,1,3,2,0,3,1,1,3,3.3021999999999996,2
3370,2,0,3,2,0,5,1,0,5,3.2945999999999995,2
3371,2,0,4,2,1,4,1,1,4,3.2662,2
3372,2,1,2,2,0,3,1,0,3,2.8648,2
3373,2,1,2,2,1,2,1,0,2,2.399,1
3374,2,0,2,0,0,4,1,0,4,3.2477,2
3375,2,0,3,0,1,3,1,0,3,2.7373999999999996,2
3376,2,1,1,4,0,3,1,0,3,2.9612999999999996,2
3377,2,1,3,1,1,2,1,0,2,2.3284999999999996,1
3378,2,0,3,2,1,5,1,1,5,3.3500999999999994,3
3379,2,1,3,2,1,3,1,1,3,2.8757999999999995,2
3380,2,1,1,2,0,2,1,0,2,2.8699,2
3381,2,0,1,2,0,2,1,1,2,3.7473,3
3382,2,0,2,2,1,6,1,0,6,2.9521,2
3383,2,0,4,0,0,4,1,1,4,3.6406,3
3384,2,0,3,1,1,5,1,1,5,3.324099999999999,2
3385,2,0,3,1,1,4,1,0,4,2.8027999999999995,2
3386,2,0,3,0,0,3,1,0,3,3.1637999999999997,2
3387,2,1,2,0,1,2,1,0,2,2.347,1
3388,2,1,3,2,1,2,1,0,2,2.3545,1
3389,2,1,3,0,1,2,1,0,2,2.3024999999999998,1
3390,2,1,1,3,1,3,1,1,3,2.9907999999999992,2
3391,2,1,2,4,1,1,0,0,1,2.3475999999999995,1
3392,2,0,0,0,1,6,1,1,6,3.471,3
3393,2,0,2,0,0,6,1,1,6,3.8084000000000002,3
3394,2,1,3,2,1,1,0,0,1,2.251099999999999,1
3395,2,0,2,2,1,6,1,0,6,2.9521,2
3396,2,0,3,1,1,4,1,0,4,2.8027999999999995,2
3397,2,1,3,1,0,1,0,1,1,3.133399999999999,2
3398,2,0,3,1,1,4,1,0,4,2.8027999999999995,2
3399,2,0,3,4,0,5,1,0,5,3.3465999999999996,3
3400,2,0,2,0,1,2,1,0,2,2.7425,2
3401,2,1,3,0,0,2,1,0,2,2.7289,2
3402,2,0,3,2,0,5,1,1,5,3.7764999999999995,3
3403,2,0,2,0,0,3,1,0,3,3.2083,2
3404,2,0,4,2,1,5,1,1,5,3.3055999999999996,2
3405,2,1,0,2,1,2,1,1,2,2.9699,2
3406,2,0,3,1,0,5,1,0,5,3.2685999999999993,2
